title,sentence,score
The cover says it all...,"The book is on eletrical engineering and the cover is something to do with American football. Correct me if I'm wrong, but there is absolutely no link between the two!The best part of this book is its cover.Get my drift?",0
Excellent,this is a must have for all stone cold steve austin fans. it has his famous i quit match in its entirity. his commentary is great.,1
Omron HEM-7901IT,"For the price, it is an excellent product.Both my wife and I can use one monitor and keep records separately and download the data to computer is a great advantage.",1
"If you like Hoobastank, you'll like it","This is the 3rd Hoobastank CD I own, and will probably be my last, only because I've essentially burned out on them. The music is solid Hoobastank, but it just sounds too familiar (like everything else they've done). I need more variety from a band, to keep the music sounding fresh, and this just doesn't deviate at all from their past formula. I've never been a big fan of their ballads - preferring their harder rocking sound - and this CD has their standard mix of heart-pouring. I realize that some folks expect/want this from them, but it's just my personal preference. That's why I still give them 4 stars. If you just want to hear more of the Hoobastank you know and love, this CD is for you.",1
Meh,"Not too good, but no Megadeth album deserves 1 star.You people can say they pulled a Metallica all you want, fact is Load & ReLoad aren't nearly as bad Risk is. Listen to Bleeding Me, Fuel, The Outlaw Torn, Devil's Dance, etc. This album is mediocre at best. It makes a nice coaster though. Songs I find listenable at times. Crush Em, Wanderlust, Time:The Beginning, Ecstasy, and Insomnia. Over produced lame pop rock. 2.5/5",0
All the rivers run,"I really enjoyed this original mini-series, but I am waiting for it to become available to own on DVD! So far it only seems to be on VHS format.",1
So far so good...,"I purchased this caliper mainly for measuring car rotors, some drum brake pads and miscellaneous stuff such as bolt and nut diameters. It feels very sturdy and the digital gauge part seems to be of decent construction.",1
Very strong piece of junk,"I reeeelly wanted to like this knife. But can't. I used it for about a year doing drywall, cutting carpet etc. It allows you to put a lot of pressure on the work but the blade is difficult to slide for all the reasons mentioned. But I have something to add. After forcing it open numerous time the metal blade holder starts to bend and the function just gets worse. The blade changes are also not really that fast. You can find faster. All and all Its a knife that really doesn't do anything that its designed to do well. I urge you to resist buying this product.",0
FAIR,"Was kinda looking for something moreBut this is fairnice quiet hourif you like your sessions mellow, you won't go wrong here",0
horrible styling,"collar is too big, the length is too long and fit is very loose,not what I was expecting. from the photo it looks different.",0
"Dissapointing, Really","I did not come very far with this book, and though I rarely do this, I gave up reading it. PERHAPS it gets better later, but the first third is rather slow and boring. This seems one of the rare cases were the film is better than the book.",0
A Lost Treasure,"I've never read a more disapointing ending in my life! This book is not worth reading. There's a herione that charms everyone with her breathtaking beauty and carries herself like Aubrey Hepburn while not showing any of the wear and tear of being a divorced single-mother that hates her job! Then there's the loathsome FBI agent haunted by one of the dumbest lines of logic I've ever seen! Then there's the sadistic spook that kills everyone he comes in contact with, yet spares the life of his nemesis and lets him tag along to foible his plans! Imagine seeking a lost treasure chest only to find it and destroy it before you even see what's inside. That's what this book is about. Terrible.",0
Looking for a good horse story....this is NOT it!,Could not get past the first 15 minutes of this movie. It is just bad. Enough said.,0
Good deal for the price,"This sub is easy too hook-up, good looking, and delivers a good range of sound from the low-lows to higher notes. Hard to beat for the price. And if you get it delivered by JR, you'll get it very quickly (before the estimated date in my case) and in great condition.The only downside is that it is a bit-larger and slightly heaver than I personally expected, but only slightly.",1
This is womderful,"I bought the tape version of this several years ago. I've had problems with anxiety and depression for years.Claire Weeks was a God-send for people suffering from these problems. She describes how it manifests itself, how to handle it and how to remain free of the problems. But you must listen to what she has to say. I can't recommend this highly enough. Wish I could give this 100 stars.By the way her books are wonderful too.",1
classic Tolkien,"this book is a must for Tolkien lovers, the stories are in digestible sizes and it is a great read for casual reading",1
"Great acting, great directing, great movie.","Not to give anything away, but my husband and I talked about the final twist all the way home. The movie was claustophobic, unnerving, and completely effective. The acting--especially Leonardo diCaprio's--was excellent. I recommend it highly.",1
Need more than one at a time,"This is a lot easier to take than the pills you have to swallow. The taste is not too bad, in fact it tastes like powdered milk, so I guess it compliments what you're about to eat or drink with it. The problem for me is that one is never enough, I always have to take at least 2 or 3 of these for it to be effective, otherwise I'm just wasting it. I guess if you know that going into it and factor in the cost appropriately then it's OK.",0
For Completists Only,"Bobby Taylor's limited success at Motown is not due to a lack of a good voice, but more of a lack of good material. ""Does Your Mama Know About Me"" and ""Malinda"" are two of my all-time favorite Motown tracks so I enthusiastically bought this collection. I was disappointed and can understand why none of this other releases hit. Nothing on this collection comes close to the two hits he's known for. Most of the material is just ""ok!"" Nothing that you can ask, ""why wasn't this a hit?"" I wouldn't recommend this collection unless you are a Motown collector. Otherwise, download Bobby's best two tracks ""Does Your Mama Know About Me"" and ""Malinda"" and enjoy!",0
Nice except the radio reception is terrible,"This is a very nice and well designed unit except that the radio reception is weak. I bought it to use outside as I do yard work. It does not receive my favorite station, which comes in clearly on every other, even the cheapest radio I have.",0
A good supplement to the book,"I found the video to be very useful and a great addition to the book. As an earlier reviewer stated, seeing the actual exercises performed versus just reading about them, made it much clearer. I have been working at the program for just over a month and I am very impressed. Yes, it is abit on the expensive side, but I believe it is worth it. You ""will"" see results.",1
An Absolute Classic...,"This has always been and will always be one of my all-time favorite movies. There are so few videos out there today with as much pure artistry as this one holds along with ""The Last Unicorn."" People who've seen it will also want to check out Gordon R. Dickson's novels, where the characters make further appearances.",1
"I Know Where You Can Find ""Oh My Love""",Visit www.johnlennon.com You can also listen to the song while on the website!!! Hope this helps someone!!!P.S. Thanks to all for mentioning that this song was not included in the soundtrack. That was the whole reason for looking for the soundtrack!!!,1
Works Great !,"I wonder if some buyers are getting the right product for their iPod. I ordered the Sreen Overlays for my 5.5G iPod and they fit just fine. Gotta go slow putting on, but they stick great and cover the area I'm trying to protect. I've ordered another set to have as a backup for down the road. Very pleased with this product.",1
These CD-Rs do not work on my Vaio Matshita drive,"I have a Sony Vaio VPCCW notebook with Windows 7 and Matchita DVD-RAM UJ890AS. Bought Memorex 700MB/80-Minute 52x CD-R Media (100-Pack Spindle). I now own a stack of 17 unusable Memorex CD-Rs that failed a disk copy of a simple audio disk, and 3 (three) that succeeded. I'm going to throw this stack out and buy another brand. It was certainly a waste of money and time for me. Too bad I didn't buy from Amazon; I'd get my money back.",0
Avon,"Used this for my cat that is allergic to mosquitoes. Was the one produce my veterinary dermatologist recommend that wouldn't be toxic to him. Worked great, but he HATED being sprayed.",1
A complete waste of money,"This book had a lot of promise - lots of lab activities, a sample copy of Server 2003, a CD with sample test questions, and even a 15% coupon off the cost of your certification exam. But I only made it to chapter 3 before giving up in frustration. The lessons are disorganized and hard to follow, the labs skip steps, and some of the review questions at the end of the chapter don't cover stuff discussed in the chapter. I think the final clincher was the lab where I had to create user accounts from a command line for ""Danielle Tiedt"" and ""Lorrin Smith-Bates"". With all the text I had to type, why not use a simple name such as ""Bob Smith"" so I don't have to worry about typos?",0
A Fashionable Murder,"First Valerie Wolzien book that just wasn't that good! Josie does not belong in New York not doing construction work! The plot seemed really scattered and not very organized to me (won is so very important but only in the very beginning and ending of the story, finding of dead body didn't seem to matter at all) - book just wasn't up to Valerie's normal high standers! Plus I could care less about fashions, beauty salons and all the crap Josie was finding in NY! ""Just ugh"" for a review!",0
Excellent Value,"Ferrari; The Legend is concerned only with Ferrari's road cars beginning with the 166 Inter and concluding with the F50. Each model receives two pages of beautiful photos and interesting commentary. The meanings of the numbers and letters in the name for each model, dates of production, and interesting facts are all included in the commentary. However, the photos alone (such as the two-page photo of the 512TR s/n 94516) are well worth the price of the book! Specifications, acceleration data and production figures are also given. Excellent value!",1
"Interesting, but lacking...","While I really enjoyed ""Cry, Cry, Cry"" and I was speechless when I read the lyrics to ""Ashes"", I'm somewhat disappointed in this CD as a whole. It sounds just like most of her other cd's/albums; there's no variety. I could have been listening to any other cd. Bonnie Raitt was definitely a great person to work with and she certainly added a lot. I won't, however, be rushing out to buy my own copy. I'll wait for the next cd and see if it's any better.",0
Corporate Propaganda,"Do you really want to read a book about State Farm, written by State Farm? This book is handed out to all employees when they are hired, as part of the brainwashing process. The company was founded on a tradition of not bribing politicians and not influencing legislation. That doesn't apply anymore, as we're asked to call our legislators to support corporate legal initiatives.Don't get me wrong, 99% of companies do worse, giving money directly to candidates and lobbyists. But that's just a sad comment about the state of our current political and corporate environment.",0
very good,This shredder is a real good buy. The shredder works great and I am satisfied with the quality and the price.,1
"A couple of great songs, but...","Obviously this isn't a patch on the other two but there are some high points. Once you get past dross like Anyone Can Play Guitar (vastly overrated and corny) and How Do You, most of the songs are quite reasonable. Far and away the best songs are Creep and Blow Out. Everyone knows about Creep but I'm surprised the final track has received so little attention. Blow Out is the song that most indicates the band's future direction; it's a stunning mix of mellow late night vibes and explosive sonic uproar (god, that sounds so NME - my most sincere apologies!). Try and see it live on one of their videos, it's quite an experience.",1
blue ray stopped 3 times,received blu ray today. it stopped 3 times. the last time had to restart blu ray. very poor quality. i would like my money back.,0
nice watch but band problems,"This is my 2nd slimline watch. Feels like your not even wearng a watchOne big problem is the mesh band. If your like me, who works with your hands the band easily gets caught and bends. Once bent the metal fibers stick out on the edge and can not be worn. Get this watch with the leather band only",0
Good but could be a little better,I use these on a daily basis at my job. At first they seemed to be the best but I've noticed that recently they seem to stop working or dry up quickly. BIC is known for quality to hopefully they improve these soon as I do like the BIC brand for sure.,1
Sunscreen Lotion,It is actually my wife who purchased this product. She has used it for many years and finds it gives you a nice golden tan. You don't need to stay out in the sun for hours to get the results you want. Would recommend this product to anyone.,1
Be Here,"Not a bad CD. It is a little tough for me to rate this cd properly due to the fact that I'm not a fan of country music. However, I enjoyed Making Memories Of Us, The Hard Way, and Tonight I Wanna Cry a lot.",1
Good solid read and well crafted.,Lots of insight into victim's journey. Keeps you interested all the way through. I think I saw this on TV too.,1
Hello Kitty Becomes a Princess,My Grandaughter realling like this movie. It was clear. great quality. Very pleased with this purchase. Would reccommend this buyer,1
Fair movie and bad quality Blu Ray,"I was VERY disappointed with the quality of this Blu Ray. I was hoping to be amazed by the quality, which would have enhanced my viewing pleasure and raised my thoughts of this movie, but this wasn't the case. As some have said, this does look like a DVD transfer and not a direct transfer from the original digital source like some other discs out there. I hope Disney will rectify this problem as Sony Pictures has done with Fifth Element for it's customers and fans. I expected a better product from such a major studio. Bad Disney, bad...",0
Great gift !,This was a small book in size and a perfect gift for a newly pregnant friend. Just a fun light hearted book but with some good information.,1
LATE,"I WAS REALLY EXCITED ABOUT THIS WATCH. I ORDERED AS A GIFT FOR SOME ONE VERY CLOSE TO ME. I PLACED MY ORDER ON DEC 2 AND PAID FOR 2DAY SHIPPING, I DID NOT RECEIVE MY ORDER UNTIL DEC 23. I HAD TO CALL SEVERAL TIMES WITH LITTLE HELP. I DIDNT EVEN GET REFUNDED ON THE COST FOR 2DAY SHIPPING NOR DID ANYONE EVEN SUGGEST SOME SORT OF REFUND. THE WATCH IS BEAUTIFUL BUT I DOUBT I ORDER FROM THIS PLACE AGAIN.",0
Keeps you Reading,The Book Locked In Time was definately on my top ten list! Lois Duncan really knows how to keep her reader entertained. It made me keep reading wondering what was going to happen. Whether or not Gabe was going to kiss Nore and what would happen with little Josie. Read it. It was the Greatest book. I wish there was many more like this. Read It!!!!!!!!!,1
"Neverkink hose burst, basement flooded","Came home today to find my basement in over 6"" of water. My neverkink hose burst (granted, it did not kink) and filled my entire basement with water. Thanks a lot. It's not like it froze and split or anything. Today was 70 and sunny. Don't buy this.",0
oh my aching back!,This has to be one of the worst beds I have had. It is so hard and the coils in the middle stick up and hurt my back. I really hope I can return it!,0
OUR DESERT ISLAND CHOICE!,"MY WIFE AND I AGREE THAT IF WE COULD TAKE ONLY ONE DISC TO A DESERT ISLAND WITH US, IT WOULD BE THIS ONE (ALTHOUGH I WOULD MISS A BEETHOVEN'S 9TH AND A FEW OTHERS!)HE 'OWNS' DANNY BOY AND THE LAST ROSE OF SUMMER HAS EVEN GREATER POIGNANCY NOW THAT IT IS ASSOCIATED WITH BOTH HIS FATHER'S AND MOTHER'S RECENT DEATH.THERE IS NO MORE HEART-FELT TENOR IN THE WORLD.A MUST ON ANY IRISH MUSIC LOVER'S LIST!",1
Audi Sign is great,The Audi Parking sign I ordered was fabulous.....it is posted permanently in my garage now!,1
Watch it only if you are a hardcore HK movie fan,"Doesn't even come close to a John Woo, Ringo Lam or Tsui Hark film. Some interesting action sequences though - the opening is excellent. I found Andy Lau's acting a little over the top. Also, it seemed that every character was coincidentally related to another character in several ways. 2 rival assasins and one assasin's boss is the brother of the other assasin? A few of these I'll buy but there were way too many unexplained coincidences. I would have preferred a longer film that probed more info the relationships. Don't bother with this unless you are die hard HK fan - there are much better HK films out there.",0
Smell good !!,"Is good but didn't work for what i need it!! , but i apply and my dogs smell really good",0
I haven't seen it but...,"The West Wing's POTUS Bartlet & Toby quote from the film in a season three episode:""Geoffrey says, 'You fool! As if it matters how a man falls down.' And Richard says, 'When the fall's all that's left, it matters a great deal.'""It's Bartlet's favourite movie - recommendation enough for me.",1
Good movie. Lousy transfer.,"Disney screwed up this one...big time. The clarity was okay, but the picture itself was really dark. You really had to strain to see what was going on in most scenes, and were rarely successful. I don't know where they got there print from, but Disney needs to trash it, enhance it and remaster the video and sound, just like Paramount did with Star Trek: TOS. I didn't buy a DVD to get VHS quality...and I don't even think I got that.",0
In the Bedroom,"I thought that the movie moved VERY slowly. The storyline was predictable and drawn out much longer than it needed to be. Many of the scenes seems unnecessary. It was chopped up a lot. The abrupt ending made you leave wondering why there wasn't something more to it. Throughout the movie, we kept waiting for something more to happen. The acting in it was good, but not anything out of the ordinary for the gifted performers in these roles. VERY disappointing!",0
Need more detail,"This book is good for extr reference, however there is not enought information to pass the exam. I think this book did not meet the standard of exam cram. Topic is too general when you compare it with other sources. This is a waste.Info is out of date, too",0
Disappointing,"I am a huge Christy Canyon fan and was hoping that what I'd find in her book was that she really enjoyed being a sex star. I wanted to hear that she loved the adult world and her fans and was glad to meet them every time she was performing.Instead, her real story is one of abuse that drove her from her home to a life she feels is unsatisfying. She is not a particular fan of the adult industry, even though she became one of it biggest stars, and was anxious to leave it as soon as she could find an alternative.If you want to remain a Canyon fan then don't read this book. If you do, you won't be able to watch her films or see her pictures in the same way again.",0
boring,I had high hopes for this book as one that dealt with motherhood and sex. Wrong. Two pages on that and not helpful. Just more stories of porn. Old.,0
I don't see what you people find so wrong with this one....,"maybe it's because I haven't listened to any old Metallica. Yes you might say that I'm a new Metallica fan. I just bought this one a month or so ago and the Black Album just very recently. I think they're both great albums. Since this is the ReLoad review section, here's what I think about it: 1) Great rockin' songs, some slower songs, but still well written and sound great. How could anyone not like ""Low Man's Lyric"" or ""Unforgiven II""? Slow music--even by a metal band--doesn't necessarily suck! 2) There was only one sing that I really didn't like--""Bad Seed"". It didn't fit well and the lyrics look like they were written at the last minute. Otherwise...Great CD Oh, and for those of you who say ""this one sucks"" and that's it...try not to be so shallow next time.",1
cheap quality,"Bought these and a pair of Ray Ban 4115...both glasses for small-medium faces. The Bolles were cheap and made in China...maybe a coincidence. Ray Bans were made in Italy by Luxottica. The Bolles were eceived defective with the logo on the side of the glasses disconnected and lying in the case. Bolles were shiny plastic while the RBs were matte black strong nylon type plastic fram. Bolles were ""polarized"" but I couldn't tell. The RB's weren't polarized but clearly had higher quality lenses. RBs were $63 and the Bolles were $56...keeping the RBs returning the Bolles.",0
Very Overrated,"This is one of the most overrated albums of all time. I like Dusty and recommend ""The Very Best of..."" or one of the other better compilations that show both the pop and soul sides of Dusty. This album has only a few songs that are very memorable and most of those have been done better by other people. Generally, it a real bore - slow and wordy. The sound quality is good and the band is good. Also, Dusty does sing with soul, but she tries too hard too often to sing as the downtrodden 1960's rural black - and a rich English girl just can't pull it off. If she had stayed with the quality soul songs like ""So Much Love"" (track 2) this would have been the classic that some people claim it is. I've listened to this about 20 times and it still just doesn't click with me, and I like soul music and Dusty. Maybe someday it will hit me.",0
Really Awesome Device.,The speed of transfer is just amazing. Transferring 8GB worth of files took only 12secs. Downside to this device is the price; kinda steep.,1
Good effort and at times tunes to dance to.,"CMB hit it hard with New Jack City and carried on here with soulful tunes and good vocals...underrated in their singing, they do make a pleasing album in their growth",1
Very Satisfied,I appreciated the speed in which we got the book and enjoyed reading it. The book was in great shape. Thank you,1
Loved by 4 year old,The Schyllng Rubber Piggy Bank was very well received by 4 year old. Item is durable and easy for child to open plug on bottom of bank.I would purchase again for children in that age range.,1
Wunderbar,"Being in international banking myself and doing the same thing as the author, I found the stories to be most amusing and ones I could relate to based on my experience. I know the author and have worked with him on other projects and find him to be very sincere. This book makes an excellent reference tool and is easy to follow.",1
So much potential,"This movie, and particularly the ending, had the potential to be so much better than it was. The first time I saw Thelma and Louise it didn't strike me as feminist but simply humanist. Despite some corny dialogue, a weak script and a group of somewhat shallow supporting characters, the movie did manage to hit a few emotional chords. But the best thing about this movie was the cinematic side. Outstanding performances from the lead actresses, breathtaking scenery, superb direction from Ridley Scott and a brilliant musical score by Hans Zimmer make this a must see for anyone who appreciates good movie making.",1
this time clock doesnt work no more than two weeks,"only worked for two weeks after I bought it, for sure its not a Digital time clock and advise anyone out there dont ever buy this time clock.",0
Missed the Boat?,"Okay, United Artists has been around since 1919, and where are all of the films from the company's early days? One would think that a collection proposing to highlight 90 years of a great film studio's output might... just might... include some of the glories from UA's formative period. Sure, there is a lot of good stuff here, but the title doesn't give a good indication of what this box set is all about, and the absence of those early films just doesn't do it for me.",0
Best for people really interested in Kiswahili. No tourists.,"This is the best book I ever used to study Kiswahili. And I've tried a couple... It is not apt for tourists who just want a quick insight into the Swahili language, but it is perfect for people interested in staying in an East African country. It contains good explanations on grammar, lots of vocabulary and lots of exercises. It teaches you, how to read, write and speak the language in correct grammar using the right words. In short: thumbs up and very recommendable!",1
I'm very pleased with this book,The book gives a very good overview of the French military issued handguns. I found it very informative and it would be useful to collectors and historians of French equipment.,1
An Interesting Material,"I was recommended to read this material, which examines life and its origins from an engineering point-of-view and the author was proposing a ""Rational Design Hypothesis"" - a ""5th Option"" that explains the origin of life. It's such a fascinating read on the subject of how the Earth was ""designed"" in the first place as well as his excellent analysis of DNA (Deoxyribonucleic acid) - the what's and the how's of it all.I gave it four out of five stars for this book due to its interesting ideas and theories on the subject, but I have found the author's speculative scenarios to be rather distressing and unsatisfying. Additionally, the text has become too hulking dense for me to read through as it took a few weeks for me to get through it but his interesting ideas were driving my curiosity and energy to read it all. Still, it's an interesting material.",1
"very intersting , but some parts were a little weird.","i have read many books on this subject. i found this book to be very interesting. There were some things i found that were a little strange. For instance, the part were he said that a headless ghost might try to take your own head ""come on!"" Overall, it's a good book, but for those true ghost hunters who are serious about these things, this book might be a little dissapointing.",1
"Over all, an okay game","My daughters have both enjoyed playing this game. One of them is 6 yrs. old and the other is 3 1/2 yrs. old. and they both have had no trouble mastering this game. The down side to this game is that it is redundant/repeatitive. It is the same things over and over again, only you can change the patterns and colors of the items you are working on. In order to be able to play again after you have completed it, you must go and remove their name from the sign-in page 'then' retype it! This little chore is very annoying after awhile. The graphics are very nice and colorful and it does allow your child to use her imagination and to be creative, but all in all , I think the game was way too pricey for what it is. After having this in our house for 4 months, my girls have become rather bored with it.",0
Decent Targets,"At this price and quantity, you be left wondering why you wasted money buying targets at the range. Great for practicing center of mass shooting. The only down side about these targets is that it is nearly impossible to see your shot placement when target is down range. I recommend placing shoot n see targets over his heart.",1
"Winsome Wood Single Drawer Storage Cart, Natural","Its a nice cart for the money but the drawer doesn't fit right, so going to ask company for 2 sides to the drawer. It slides in but gets tight just before closing it about 6 inches and its hard to shut.",0
Christan novel,"Deborah Anne has the chance of a lifetime to become a backup singer for a big time singer, but she don't plan on letting that lifestlye take away her christanity. Deborah is not used to all the parties, and nasty talk of the others on the tour with her. She also had to deal with her love for Triage, a rapper from her hometown. Can Deborah keep God first, read and fine out.",1
An exhausting book of valor,"This book is maybe one of the most detail in describing stories in a battle. It is very interesting, but in can also be exhausting. We will find the same pattern throughout this book, the story of one man followed by another and followed by another. I found that this pattern is not comfortable. Above all, this book is a very good one, especially because pictures in it can tell us another stories. We can learn how crule it was there, worst than we have imagined.",1
Can't feed my family this,"I agree with Dr. Bernstein's philosophy - I bought this book after reading Dr. Bernstein's Diabetes Solution. It's just the recipes are very rich and bland, the kind my grandparents would have been happy with, but not what I want my kids to grow up eating. To me, these recipes typify the standard American diet, loaded with cream, butter and cheese. I'm not opposed to fat, but I'd rather have a recipe with coconut milk, or avocados-food with more nutritional benefit than a cup of cream. I bought this book to help me plan healthy meals, but I didn't find any inspiration here. I don't mean to denigrate the recipes, which are very elegant and are the kind of food I grew up with, it's just that I have plenty of recipes for roast chicken already. Had I seen the book beforehand I would have put it back.",0
Wonderful,"I got this CD for the love theme from Four Weddings and a Funeral, which I had been searching for for years. Found the other music to be beautiful as well. This CD is perfect for a rainy afternoon with a glass of wine or a cup of tea. It's soothing and evocative. Wasn't aware of Sir Richard Rodney Bennett, but I am looking up more of his music now!",1
Spiders of the World,"This book is geared to someone looking for information on the general habits of spiders. It has a great section on web building and habitats. This book does contains some pictures , but not for the purpose of classification of specific spiders.",0
Quick comparison of his books,"Hello,This book has a unique setting but didn't interest me beyond the first few chapters. Harris's book on Pompeii was much more interesting to me. It had a lot of information about the culture and the technology of the Romans that was new and riviting.Regards, Marti B",0
Almost Strangers,"I have at least a 1000 DVDs and this one is, by far, the worst especially for the price of $24.95. It is very confusing, too many plots that make no sense at all, could have been filmed in half the time, etc. I could go on and on but I just want to stick it in a drawer and forget about it. Amazon should have a policy that frequent buyers should be able to return at least one DVD that STINKS.",0
Great movie -- but low quality DVD.,"The movie itself is wonderful. As usual Donnie Yen doesn't disappoint with his martial arts skills. The story, while not entirely accurate captures the essence of Ip Man and the wing chun system. Good showing with no complaints there.The bad part is the the DVD quality is grainy. It's still watchable, but the bad quality is noticeable straight away. There were other freezes in the DVD as well, only lasting for a moment. Then halfway through the DVD completely froze, and when I tried to skip forward or backward the film would skip the some random point.I'm having another disc sent to me as I write this. Hopefully this copy will not have the playback flaws. I'm sure though the grainyness will still be there though.This is one disc where it might be worth going blue ray.",0
Why they have film editors,"Simply said, this was a great film without the extra 17 mins. They PAY film editors because they are experts in creating flow and consistency in a film. When a director comes back and adds 17 mins to create a special edition, with only a few exceptions, he creates a work which is FAR INFERIOR to the original. The 17 extra mins added to this film are aboslute film killers. They destroy the flow of the film in general, and a few sceens with only one or two simple lines added turn a dramatic PUNCH onto a wet noodle. I was incredibly disappointed, where can I get a DVD version of the ORIGINAL theactrical release?",0
a kingdom book,"I read the first three books set in this 'world' of cynthia voigt's, though while the 'kingdom' is mentioned none of the other books are set in it. I enjoyed each book thoroughly and found little to have qualms over with Elske.the beginning of the book is dark, but getting beyond that is what makes it worthwhile. here's a girl who's future had been planned (namely death) who now has a chance to be something else. unlike other stories where the young girl survives something horrific and comes back to meet justice to the evil-doers forcibly Elske builds a life a for herself. by being herself and being true to people she becomes the confidant to young beriel.beriel who IS on a mission to deal out justice to those who did her wrong. the two become close, sharing a common link to their pasts and learn how to survive in the world.its a novel about what it means to belong and just how important one's heritage can be (or not be), at least to me.",1
Digital trickery,"What a disappointment - a translation from German without the translator's name, without any reference to the title in the original version. Notes at the end of the book do not have any references to the page they refer to... This book and the book my husband earlier purchased (same author, same title but different layout) signify a new era of digital trickery - quick publishing from digitally engineered content with no ownership for the quality and authorship. Who is being paid??",0
Canon G4 hard camera case,"The case is well designed to protect the camera and can be mounted on one's belt or worn over the shoulder (the strap of the camera protrudes from the case to make shoulder use possible). The case has a small holder for an extra battery and an extra SD memory card. I think that I will find the case useful, though I have bought an inexpensive soft case (about $10) that may be handier than the hard case. Since the Canon G4 is a high-end digital camera, it may be best to have the hard case to protect the camera in certain situations, even though the soft case might be handier in other situations.",1
"bride of chucky, should be banned for its stupidness.","first off, how could a doll kill people, i know its possessed and stuff but can't they just get like 5 really big people and have them sit on chucky. because all i know is that if some stupid little doll came running after me with a knife, i would kick it accross the room and than step on it. if only the people in this movie knew that. with that said and done, the first one was good, the second one was okay, the third one was annoying and this one is just beyond annoying. stop the series you are ruining it!",0
Nothing Special,"I was disappointed in this CD. The songs are somewhat ""blah"" and don't show off Carly Simon's wonderful voice. In the duet with Willie Nelson, it was as if they were both singing unaware that the other was there. I had high expectations, given that I still LOVE her older albums. Maybe my expectations were just too high...",0
"Love it, but takes time to clean!","The Beautyblender is a great sponge for makeup application, but cleaning it takes time. The Blendercleanser deposits too much soap on the sponge which requires quite a bit of time to rinse clean.",1
Terk HDTV Amplified indoor antenna,"The item was shipped promptly. The setup was easy but unfortunately I was unable to get any reception. I tried on 2 separate HDTV and got the same result. The closest station is around the threshold of 30+ miles from my area which indoor antenna should be able to cover. But in my case, it failed to pick up any signal.",0
Vegetable Protein powder,I have been taking this for 6 wks. along with the powder collagen in an fruit/almond milk shake. I feel good and know that the combination is helping with nails/hair. This is also good because it helps keep my weight down by substituting a meal with a protein shake.,1
Doesn't stay open... even when unzipped,"I bought this item for my 3-month old daughter. I took her out in it once and it was awful. If the hood is snapped on (a zipper would work much better here, or better yet, make it all one piece), it kept flapping over my daughter's head. And when we unzipped the body section while in the car, the two sides kept closing over my daughter's face. I couldn't find a good way to keep her ventilated and keep her face exposed so she could see and breathe. I returned this item immediately and bought a Bundle Me intstead.",0
Jack Fan,"I am a huge fan of Lee child and Jack Reacher. I have yet to be disappointed by his books, I find the character interesting, afraid of no one and a real man's man - someone that will solve all the problems and then disappear. The book is full of action and it keeps you hooked until the very last page. If you are looking for a HERO then Lee Child and Jack Reacher are your solution.",1
What a great dance tune!,"This is a great tune! Apparently, based on the theme from the movie ""The Last of the Mohicans"". I have not listened to other Dumonde singles, but I would highly recommend this to anyone. You get 4 versions of the single on the cd, nice move :)",1
Sort of worked- for only 6 weeks,"I ordered this so we could see what the temp outside was so we could dress appropriately for outdoor activities in the winter. Have very few good things to say about it, so I'll start right in with the downside:1. Setup is a pain2. Remote sensor/transmitter quit working after 2 weeks. Changed the batteries and went through entire setup process again3. Outdoor temp numbers are very small4. No backlight- impossible to read is dim light5. Outdoor sensor quit working again this morningNow, the sensor is in a sheltered location on our garage, facing the receiver/display unit through a glass window and about 60 feet away. Brought the thing inside and laid it next to the receiver- it started working. Great! So, as a test I moved it just outside the front door, about 6 feet away- stopped working again. I'm disgusted with this thing. I don't want to have to change the batteries because setup is a chore. I'm outside the Amazon return window, so in the trash it goes!",0
"A rambling badly written, irritating book","The title sounds promising, but this book is a failure.The main problem is lack or direction. You can read pages and pages without anything interesting popping up. Ocassionaly an interesting point is raised, but you don't get the feeling that the book is leading anywhere, and therefore you don;t feel the compulsion to continue reading it.Secondly, the author has a very irritating infantile style, peppering the pages with snide remarks or comments about how smart he is.At the end of the book, you're left feeling that this might have been a vagely interesting three page magazine article, but there is not enough substance to warrant a book.Save your time - don't bother buying it.",0
Do not buy this dvd!,"The only good thing about this product is the fact that Kevin Kline, Rex Smith and Linda Ronstadt are actually in it. I wish I could give this NO STARS!The quality of the transcription to DVD is extremely POOR with washed out color and poor editing.This is a stage production and suffers from poor camera angles and blocking. Oh God, the microphone was placed next to the xylophone and it is played loudly in the Major General's song!The last thing I leave you with is DO NOT BUY THIS DVD! Wait for the studio production with Angela Lansbury in the cast to go to DVD and buy that one.",0
"Good sound, when they work.","Only one side of the headphones works. the only way I get the other side to wrok is by bending on the headphone plug in the right direction. I've only had the headphones for a few weeks and have had this issue since day one. THey're confortable and fit nicely, tho.",0
"Move over Mythbusters, they are still fun stories","As a big fan of the Darwin Awards, it was fun to watch some of the older and more famous (infamous) stories come to life on the screen. It is an entertaining movie, although the love affair was a bit awkwardly done and I think wasn't even necessary to the story. It is something I would watch again and I am glad I added it to my library.",1
What a mess.,"Basically, if you want to get grounds everywhere every time you use this, this is the grinder for you. Especially good for people who have some sort of self-loathing type of OCD in which you like to make messes just to clean them up right afterwards to get that special feeling of completing something.",0
Work good,We bought some off brand replacement heads that made a horrible chatter when the brush was turned on. Had to go back to the sonicare heads. Wish they were a little less pricey.,1
